status,url,urlFinal,lastErrorMessage,bullJobId
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/modulos/geral/NFCEC_consulta_chave_acesso.aspx?p=29241202505614000150650010000569051353102654|2|1|1|F7433E2F08A4D19E433624711874F7E39FAC3047","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241202505614000150650010000569051353102654|2|1|1|F7433E2F08A4D19E433624711874F7E39FAC3047"," - Navigation timeout of 60000 ms exceeded","145"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/modulos/geral/NFCEC_consulta_chave_acesso.aspx?p=29241209054385017543650200000659901123963863|2|1|1|04363ED4E2CC63B1411C26A4EE0787284DDC6F3E","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241209054385017543650200000659901123963863|2|1|1|04363ED4E2CC63B1411C26A4EE0787284DDC6F3E"," - Navigation timeout of 60000 ms exceeded","146"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/modulos/geral/NFCEC_consulta_chave_acesso.aspx?p=29241261099834080607655070000607871479281630|2|1|1|f10ca989652ba686044ec1f7db9d27febcd97551","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241261099834080607655070000607871479281630|2|1|1|f10ca989652ba686044ec1f7db9d27febcd97551"," - Navigation timeout of 60000 ms exceeded","147"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/modulos/geral/NFCEC_consulta_chave_acesso.aspx?p=29241009004501000110650110000121661132977574|2|1|1|fdc978d2cc99ab85505df388ba42a0d8d9aa39dc","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241009004501000110650110000121661132977574|2|1|1|fdc978d2cc99ab85505df388ba42a0d8d9aa39dc"," - net::ERR_ABORTED at http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241009004501000110650110000121661132977574|2|1|1|fdc978d2cc99ab85505df388ba42a0d8d9aa39dc","420"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241210230480000300650020136445371178105675|2|1|1|2C2094850D37FA7DC1B4695FE64868A1698F9F80","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241210230480000300650020136445371178105675|2|1|1|2C2094850D37FA7DC1B4695FE64868A1698F9F80"," - net::ERR_ABORTED at http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241210230480000300650020136445371178105675|2|1|1|2C2094850D37FA7DC1B4695FE64868A1698F9F80","1169"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241243283811017982650010014212481014212558|2|1|1|FC82962AD5633052D2F1E47BB2E11B284D3DC370","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241243283811017982650010014212481014212558|2|1|1|FC82962AD5633052D2F1E47BB2E11B284D3DC370"," - net::ERR_ABORTED at http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241243283811017982650010014212481014212558|2|1|1|FC82962AD5633052D2F1E47BB2E11B284D3DC370","1174"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/modulos/geral/NFCEC_consulta_chave_acesso.aspx?p=29241214919377000153650100001522291548984546|2|1|1|661542b7483508e4a89c9ada9b029502875cb9d9","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241214919377000153650100001522291548984546|2|1|1|661542b7483508e4a89c9ada9b029502875cb9d9"," - net::ERR_ABORTED at http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241214919377000153650100001522291548984546|2|1|1|661542b7483508e4a89c9ada9b029502875cb9d9","1172"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241213850516006531650030000000261585974180|2|1|1|90c62cb4867b7cccb2e94e0b34ec91fc9a55d3e3","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241213850516006531650030000000261585974180|2|1|1|90c62cb4867b7cccb2e94e0b34ec91fc9a55d3e3"," - net::ERR_ABORTED at http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241213850516006531650030000000261585974180|2|1|1|90c62cb4867b7cccb2e94e0b34ec91fc9a55d3e3","1176"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241220399694000199650040000616091365494959|2|1|1|F77ECF6207EE140D6D5B20332D4B7438EEBE3351","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241220399694000199650040000616091365494959|2|1|1|F77ECF6207EE140D6D5B20332D4B7438EEBE3351"," - net::ERR_ABORTED at http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241220399694000199650040000616091365494959|2|1|1|F77ECF6207EE140D6D5B20332D4B7438EEBE3351","1177"
"INVALID","http://nfe.sefaz.ba.gov.br/servicos/nfce/modulos/geral/NFCEC_consulta_chave_acesso.aspx?p=29241261412110110090650120001141791509925971|2|1|2|6087211faaec5b142e9ff378c662953ca90ef50c","http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241261412110110090650120001141791509925971|2|1|2|6087211faaec5b142e9ff378c662953ca90ef50c"," - net::ERR_ABORTED at http://nfe.sefaz.ba.gov.br/servicos/nfce/qrcode.aspx?p=29241261412110110090650120001141791509925971|2|1|2|6087211faaec5b142e9ff378c662953ca90ef50c","1178"
